sex,unit,indic_il,age,geotime,date,value
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2012-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2016-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,EL,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1998-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,1999-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2000-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2001-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2002-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2004-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2005-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2010-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2016-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,ES,2017-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,1999-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2000-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2001-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2002-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2004-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2005-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2007-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2008-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2009-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FI,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,1998-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,1999-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2001-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2002-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2004-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2005-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,FR,2017-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2007-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2008-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2009-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2010-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2011-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2012-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,HR,2017-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2005-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2006-01-01,4
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2007-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2008-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2009-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,HU,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,1998-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,1999-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2001-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2003-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2004-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2005-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2006-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2007-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2008-01-01,4
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2009-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2010-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IE,2017-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,1998-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,1999-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2001-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2004-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2005-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2006-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2016-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,IT,2017-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2006-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2007-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2010-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2016-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LT,2017-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,1998-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,1999-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2001-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2003-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2004-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2005-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2006-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2010-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LU,2017-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2007-01-01,5
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2008-01-01,6
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2009-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2011-01-01,6
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2012-01-01,7
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2016-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,LV,2017-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2008-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,MT,2017-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,1998-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,1999-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2001-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2002-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2005-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2009-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2012-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2016-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,NL,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2006-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2007-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2008-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2009-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PL,2017-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,1998-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,1999-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2000-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2001-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2002-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2004-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2005-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2007-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2008-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2009-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2010-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2011-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2016-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,PT,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2002-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2004-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2005-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2006-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2007-01-01,7
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2008-01-01,6
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2009-01-01,4
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2010-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2014-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2015-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2016-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,RO,2017-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,1995-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,1996-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,1997-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,1998-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,1999-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2000-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2001-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2002-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2003-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2004-01-01,3
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2005-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2006-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2007-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2008-01-01,4
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2009-01-01,2
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2010-01-01,4
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2011-01-01,1
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2012-01-01,0
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2013-01-01,
T,PPCH_3Y,LI_R_MD60,TOTAL,SE,2014-01-01,
