sectperf,unit,geotime,date,value
GOV,PC_GDP,PL,2007-01-01,0
GOV,PC_GDP,PL,2008-01-01,0
GOV,PC_GDP,PL,2009-01-01,0
GOV,PC_GDP,PL,2010-01-01,0
GOV,PC_GDP,PL,2011-01-01,0
GOV,PC_GDP,PL,2012-01-01,0
GOV,PC_GDP,PL,2013-01-01,0
GOV,PC_GDP,PL,2014-01-01,0
GOV,PC_GDP,PL,2015-01-01,0
GOV,PC_GDP,PL,2016-01-01,0
GOV,PC_GDP,PT,2000-01-01,0
GOV,PC_GDP,PT,2001-01-01,0
GOV,PC_GDP,PT,2002-01-01,0
GOV,PC_GDP,PT,2003-01-01,0
GOV,PC_GDP,PT,2004-01-01,0
GOV,PC_GDP,PT,2005-01-01,0
GOV,PC_GDP,PT,2006-01-01,0
GOV,PC_GDP,PT,2007-01-01,0
GOV,PC_GDP,PT,2008-01-01,0
GOV,PC_GDP,PT,2009-01-01,0
GOV,PC_GDP,PT,2010-01-01,0
GOV,PC_GDP,PT,2011-01-01,0
GOV,PC_GDP,PT,2012-01-01,0
GOV,PC_GDP,PT,2013-01-01,0
GOV,PC_GDP,PT,2014-01-01,0
GOV,PC_GDP,PT,2015-01-01,0
GOV,PC_GDP,PT,2016-01-01,0
GOV,PC_GDP,RO,2000-01-01,0
GOV,PC_GDP,RO,2001-01-01,0
GOV,PC_GDP,RO,2002-01-01,0
GOV,PC_GDP,RO,2003-01-01,0
GOV,PC_GDP,RO,2004-01-01,0
GOV,PC_GDP,RO,2005-01-01,0
GOV,PC_GDP,RO,2006-01-01,0
GOV,PC_GDP,RO,2007-01-01,0
GOV,PC_GDP,RO,2008-01-01,0
GOV,PC_GDP,RO,2009-01-01,0
GOV,PC_GDP,RO,2010-01-01,0
GOV,PC_GDP,RO,2011-01-01,0
GOV,PC_GDP,RO,2012-01-01,0
GOV,PC_GDP,RO,2013-01-01,0
GOV,PC_GDP,RO,2014-01-01,0
GOV,PC_GDP,RO,2015-01-01,0
GOV,PC_GDP,RO,2016-01-01,0
GOV,PC_GDP,RS,2000-01-01,
GOV,PC_GDP,RS,2001-01-01,
GOV,PC_GDP,RS,2002-01-01,
GOV,PC_GDP,RS,2003-01-01,
GOV,PC_GDP,RS,2004-01-01,
GOV,PC_GDP,RS,2005-01-01,
GOV,PC_GDP,RS,2006-01-01,
GOV,PC_GDP,RS,2007-01-01,
GOV,PC_GDP,RS,2008-01-01,
GOV,PC_GDP,RS,2009-01-01,0
GOV,PC_GDP,RS,2010-01-01,0
GOV,PC_GDP,RS,2011-01-01,0
GOV,PC_GDP,RS,2012-01-01,0
GOV,PC_GDP,RS,2013-01-01,0
GOV,PC_GDP,RS,2014-01-01,0
GOV,PC_GDP,RS,2015-01-01,0
GOV,PC_GDP,RS,2016-01-01,0
GOV,PC_GDP,RU,2000-01-01,0
GOV,PC_GDP,RU,2001-01-01,0
GOV,PC_GDP,RU,2002-01-01,0
GOV,PC_GDP,RU,2003-01-01,0
GOV,PC_GDP,RU,2004-01-01,0
GOV,PC_GDP,RU,2005-01-01,0
GOV,PC_GDP,RU,2006-01-01,0
GOV,PC_GDP,RU,2007-01-01,0
GOV,PC_GDP,RU,2008-01-01,0
GOV,PC_GDP,RU,2009-01-01,0
GOV,PC_GDP,RU,2010-01-01,0
GOV,PC_GDP,RU,2011-01-01,0
GOV,PC_GDP,RU,2012-01-01,0
GOV,PC_GDP,RU,2013-01-01,0
GOV,PC_GDP,RU,2014-01-01,0
GOV,PC_GDP,RU,2015-01-01,0
GOV,PC_GDP,RU,2016-01-01,
GOV,PC_GDP,SE,2000-01-01,
GOV,PC_GDP,SE,2001-01-01,0
GOV,PC_GDP,SE,2002-01-01,
GOV,PC_GDP,SE,2003-01-01,0
GOV,PC_GDP,SE,2004-01-01,0
GOV,PC_GDP,SE,2005-01-01,0
GOV,PC_GDP,SE,2006-01-01,0
GOV,PC_GDP,SE,2007-01-01,0
GOV,PC_GDP,SE,2008-01-01,0
GOV,PC_GDP,SE,2009-01-01,0
GOV,PC_GDP,SE,2010-01-01,0
GOV,PC_GDP,SE,2011-01-01,0
GOV,PC_GDP,SE,2012-01-01,0
GOV,PC_GDP,SE,2013-01-01,0
GOV,PC_GDP,SE,2014-01-01,0
GOV,PC_GDP,SE,2015-01-01,0
GOV,PC_GDP,SE,2016-01-01,0
GOV,PC_GDP,SI,2000-01-01,0
GOV,PC_GDP,SI,2001-01-01,0
GOV,PC_GDP,SI,2002-01-01,0
GOV,PC_GDP,SI,2003-01-01,0
GOV,PC_GDP,SI,2004-01-01,0
GOV,PC_GDP,SI,2005-01-01,0
GOV,PC_GDP,SI,2006-01-01,0
GOV,PC_GDP,SI,2007-01-01,0
GOV,PC_GDP,SI,2008-01-01,0
GOV,PC_GDP,SI,2009-01-01,0
GOV,PC_GDP,SI,2010-01-01,0
GOV,PC_GDP,SI,2011-01-01,0
GOV,PC_GDP,SI,2012-01-01,0
GOV,PC_GDP,SI,2013-01-01,0
GOV,PC_GDP,SI,2014-01-01,0
GOV,PC_GDP,SI,2015-01-01,0
GOV,PC_GDP,SI,2016-01-01,0
GOV,PC_GDP,SK,2000-01-01,0
GOV,PC_GDP,SK,2001-01-01,0
GOV,PC_GDP,SK,2002-01-01,0
GOV,PC_GDP,SK,2003-01-01,0
GOV,PC_GDP,SK,2004-01-01,0
GOV,PC_GDP,SK,2005-01-01,0
GOV,PC_GDP,SK,2006-01-01,0
GOV,PC_GDP,SK,2007-01-01,0
GOV,PC_GDP,SK,2008-01-01,0
GOV,PC_GDP,SK,2009-01-01,0
GOV,PC_GDP,SK,2010-01-01,0
GOV,PC_GDP,SK,2011-01-01,0
GOV,PC_GDP,SK,2012-01-01,0
GOV,PC_GDP,SK,2013-01-01,0
GOV,PC_GDP,SK,2014-01-01,0
GOV,PC_GDP,SK,2015-01-01,0
GOV,PC_GDP,SK,2016-01-01,0
GOV,PC_GDP,TR,2000-01-01,0
GOV,PC_GDP,TR,2001-01-01,0
GOV,PC_GDP,TR,2002-01-01,0
GOV,PC_GDP,TR,2003-01-01,0
GOV,PC_GDP,TR,2004-01-01,0
GOV,PC_GDP,TR,2005-01-01,0
GOV,PC_GDP,TR,2006-01-01,0
GOV,PC_GDP,TR,2007-01-01,0
GOV,PC_GDP,TR,2008-01-01,0
GOV,PC_GDP,TR,2009-01-01,0
GOV,PC_GDP,TR,2010-01-01,0
GOV,PC_GDP,TR,2011-01-01,0
GOV,PC_GDP,TR,2012-01-01,0
GOV,PC_GDP,TR,2013-01-01,0
GOV,PC_GDP,TR,2014-01-01,0
GOV,PC_GDP,TR,2015-01-01,0
GOV,PC_GDP,TR,2016-01-01,
GOV,PC_GDP,UK,2000-01-01,0
GOV,PC_GDP,UK,2001-01-01,0
GOV,PC_GDP,UK,2002-01-01,0
GOV,PC_GDP,UK,2003-01-01,0
GOV,PC_GDP,UK,2004-01-01,0
GOV,PC_GDP,UK,2005-01-01,0
GOV,PC_GDP,UK,2006-01-01,0
GOV,PC_GDP,UK,2007-01-01,0
GOV,PC_GDP,UK,2008-01-01,0
GOV,PC_GDP,UK,2009-01-01,0
GOV,PC_GDP,UK,2010-01-01,0
GOV,PC_GDP,UK,2011-01-01,0
GOV,PC_GDP,UK,2012-01-01,0
GOV,PC_GDP,UK,2013-01-01,0
GOV,PC_GDP,UK,2014-01-01,0
GOV,PC_GDP,UK,2015-01-01,0
GOV,PC_GDP,UK,2016-01-01,0
GOV,PC_GDP,US,2000-01-01,0
GOV,PC_GDP,US,2001-01-01,0
GOV,PC_GDP,US,2002-01-01,0
GOV,PC_GDP,US,2003-01-01,0
GOV,PC_GDP,US,2004-01-01,0
GOV,PC_GDP,US,2005-01-01,0
GOV,PC_GDP,US,2006-01-01,0
GOV,PC_GDP,US,2007-01-01,0
GOV,PC_GDP,US,2008-01-01,0
GOV,PC_GDP,US,2009-01-01,0
GOV,PC_GDP,US,2010-01-01,0
GOV,PC_GDP,US,2011-01-01,0
GOV,PC_GDP,US,2012-01-01,0
GOV,PC_GDP,US,2013-01-01,0
GOV,PC_GDP,US,2014-01-01,0
GOV,PC_GDP,US,2015-01-01,0
GOV,PC_GDP,US,2016-01-01,
HES,PC_GDP,AT,2000-01-01,
HES,PC_GDP,AT,2001-01-01,
HES,PC_GDP,AT,2002-01-01,0
HES,PC_GDP,AT,2003-01-01,
HES,PC_GDP,AT,2004-01-01,0
HES,PC_GDP,AT,2005-01-01,0
HES,PC_GDP,AT,2006-01-01,0
HES,PC_GDP,AT,2007-01-01,0
HES,PC_GDP,AT,2008-01-01,0
HES,PC_GDP,AT,2009-01-01,0
HES,PC_GDP,AT,2010-01-01,0
HES,PC_GDP,AT,2011-01-01,0
HES,PC_GDP,AT,2012-01-01,0
HES,PC_GDP,AT,2013-01-01,0
HES,PC_GDP,AT,2014-01-01,0
HES,PC_GDP,AT,2015-01-01,0
HES,PC_GDP,AT,2016-01-01,0
HES,PC_GDP,BA,2000-01-01,
HES,PC_GDP,BA,2001-01-01,
HES,PC_GDP,BA,2002-01-01,
HES,PC_GDP,BA,2003-01-01,
HES,PC_GDP,BA,2004-01-01,
HES,PC_GDP,BA,2005-01-01,
HES,PC_GDP,BA,2006-01-01,
HES,PC_GDP,BA,2007-01-01,
HES,PC_GDP,BA,2008-01-01,
HES,PC_GDP,BA,2009-01-01,
HES,PC_GDP,BA,2010-01-01,
HES,PC_GDP,BA,2011-01-01,
HES,PC_GDP,BA,2012-01-01,0
HES,PC_GDP,BA,2013-01-01,0
HES,PC_GDP,BA,2014-01-01,0
HES,PC_GDP,BA,2015-01-01,
HES,PC_GDP,BA,2016-01-01,
HES,PC_GDP,BE,2000-01-01,0
HES,PC_GDP,BE,2001-01-01,0
HES,PC_GDP,BE,2002-01-01,0
HES,PC_GDP,BE,2003-01-01,0
HES,PC_GDP,BE,2004-01-01,0
HES,PC_GDP,BE,2005-01-01,0
HES,PC_GDP,BE,2006-01-01,0
HES,PC_GDP,BE,2007-01-01,0
HES,PC_GDP,BE,2008-01-01,0
HES,PC_GDP,BE,2009-01-01,0
HES,PC_GDP,BE,2010-01-01,0
HES,PC_GDP,BE,2011-01-01,0
HES,PC_GDP,BE,2012-01-01,0
HES,PC_GDP,BE,2013-01-01,0
HES,PC_GDP,BE,2014-01-01,0
HES,PC_GDP,BE,2015-01-01,0
HES,PC_GDP,BE,2016-01-01,0
HES,PC_GDP,BG,2000-01-01,0
HES,PC_GDP,BG,2001-01-01,0
HES,PC_GDP,BG,2002-01-01,0
HES,PC_GDP,BG,2003-01-01,0
HES,PC_GDP,BG,2004-01-01,0
HES,PC_GDP,BG,2005-01-01,0
HES,PC_GDP,BG,2006-01-01,0
HES,PC_GDP,BG,2007-01-01,0
HES,PC_GDP,BG,2008-01-01,0
HES,PC_GDP,BG,2009-01-01,0
HES,PC_GDP,BG,2010-01-01,0
HES,PC_GDP,BG,2011-01-01,0
HES,PC_GDP,BG,2012-01-01,0
HES,PC_GDP,BG,2013-01-01,0
HES,PC_GDP,BG,2014-01-01,0
HES,PC_GDP,BG,2015-01-01,0
HES,PC_GDP,BG,2016-01-01,0
HES,PC_GDP,CH,2000-01-01,0
HES,PC_GDP,CH,2001-01-01,
HES,PC_GDP,CH,2002-01-01,0
HES,PC_GDP,CH,2003-01-01,
HES,PC_GDP,CH,2004-01-01,0
HES,PC_GDP,CH,2005-01-01,
HES,PC_GDP,CH,2006-01-01,0
HES,PC_GDP,CH,2007-01-01,
HES,PC_GDP,CH,2008-01-01,0
HES,PC_GDP,CH,2009-01-01,
HES,PC_GDP,CH,2010-01-01,0
HES,PC_GDP,CH,2011-01-01,
HES,PC_GDP,CH,2012-01-01,0
HES,PC_GDP,CH,2013-01-01,
HES,PC_GDP,CH,2014-01-01,0
HES,PC_GDP,CH,2015-01-01,0
HES,PC_GDP,CH,2016-01-01,
HES,PC_GDP,CY,2000-01-01,0
HES,PC_GDP,CY,2001-01-01,0
HES,PC_GDP,CY,2002-01-01,0
HES,PC_GDP,CY,2003-01-01,0
HES,PC_GDP,CY,2004-01-01,0
HES,PC_GDP,CY,2005-01-01,0
HES,PC_GDP,CY,2006-01-01,0
HES,PC_GDP,CY,2007-01-01,0
HES,PC_GDP,CY,2008-01-01,0
HES,PC_GDP,CY,2009-01-01,0
HES,PC_GDP,CY,2010-01-01,0
HES,PC_GDP,CY,2011-01-01,0
HES,PC_GDP,CY,2012-01-01,0
HES,PC_GDP,CY,2013-01-01,0
HES,PC_GDP,CY,2014-01-01,0
HES,PC_GDP,CY,2015-01-01,0
HES,PC_GDP,CY,2016-01-01,0
HES,PC_GDP,CZ,2000-01-01,0
HES,PC_GDP,CZ,2001-01-01,0
HES,PC_GDP,CZ,2002-01-01,0
HES,PC_GDP,CZ,2003-01-01,0
HES,PC_GDP,CZ,2004-01-01,0
HES,PC_GDP,CZ,2005-01-01,0
HES,PC_GDP,CZ,2006-01-01,0
HES,PC_GDP,CZ,2007-01-01,0
HES,PC_GDP,CZ,2008-01-01,0
HES,PC_GDP,CZ,2009-01-01,0
HES,PC_GDP,CZ,2010-01-01,0
HES,PC_GDP,CZ,2011-01-01,0
HES,PC_GDP,CZ,2012-01-01,0
HES,PC_GDP,CZ,2013-01-01,0
HES,PC_GDP,CZ,2014-01-01,0
HES,PC_GDP,CZ,2015-01-01,0
HES,PC_GDP,CZ,2016-01-01,0
HES,PC_GDP,DE,2000-01-01,0
HES,PC_GDP,DE,2001-01-01,0
HES,PC_GDP,DE,2002-01-01,0
HES,PC_GDP,DE,2003-01-01,0
HES,PC_GDP,DE,2004-01-01,0
HES,PC_GDP,DE,2005-01-01,0
HES,PC_GDP,DE,2006-01-01,0
HES,PC_GDP,DE,2007-01-01,0
HES,PC_GDP,DE,2008-01-01,0
HES,PC_GDP,DE,2009-01-01,0
HES,PC_GDP,DE,2010-01-01,0
HES,PC_GDP,DE,2011-01-01,0
HES,PC_GDP,DE,2012-01-01,0
HES,PC_GDP,DE,2013-01-01,0
HES,PC_GDP,DE,2014-01-01,0
HES,PC_GDP,DE,2015-01-01,0
HES,PC_GDP,DE,2016-01-01,0
HES,PC_GDP,DK,2000-01-01,0
HES,PC_GDP,DK,2001-01-01,0
HES,PC_GDP,DK,2002-01-01,0
HES,PC_GDP,DK,2003-01-01,0
HES,PC_GDP,DK,2004-01-01,0
HES,PC_GDP,DK,2005-01-01,0
HES,PC_GDP,DK,2006-01-01,0
HES,PC_GDP,DK,2007-01-01,0
HES,PC_GDP,DK,2008-01-01,0
HES,PC_GDP,DK,2009-01-01,0
HES,PC_GDP,DK,2010-01-01,0
HES,PC_GDP,DK,2011-01-01,0
HES,PC_GDP,DK,2012-01-01,0
HES,PC_GDP,DK,2013-01-01,1
HES,PC_GDP,DK,2014-01-01,0
HES,PC_GDP,DK,2015-01-01,0
HES,PC_GDP,DK,2016-01-01,0
HES,PC_GDP,EA19,2000-01-01,0
HES,PC_GDP,EA19,2001-01-01,0
HES,PC_GDP,EA19,2002-01-01,0
HES,PC_GDP,EA19,2003-01-01,0
HES,PC_GDP,EA19,2004-01-01,0
HES,PC_GDP,EA19,2005-01-01,0
HES,PC_GDP,EA19,2006-01-01,0
HES,PC_GDP,EA19,2007-01-01,0
HES,PC_GDP,EA19,2008-01-01,0
HES,PC_GDP,EA19,2009-01-01,0
HES,PC_GDP,EA19,2010-01-01,0
HES,PC_GDP,EA19,2011-01-01,0
HES,PC_GDP,EA19,2012-01-01,0
HES,PC_GDP,EA19,2013-01-01,0
HES,PC_GDP,EA19,2014-01-01,0
HES,PC_GDP,EA19,2015-01-01,0
HES,PC_GDP,EA19,2016-01-01,0
HES,PC_GDP,EE,2000-01-01,0
HES,PC_GDP,EE,2001-01-01,0
HES,PC_GDP,EE,2002-01-01,0
HES,PC_GDP,EE,2003-01-01,0
HES,PC_GDP,EE,2004-01-01,0
HES,PC_GDP,EE,2005-01-01,0
HES,PC_GDP,EE,2006-01-01,0
HES,PC_GDP,EE,2007-01-01,0
HES,PC_GDP,EE,2008-01-01,0
HES,PC_GDP,EE,2009-01-01,0
HES,PC_GDP,EE,2010-01-01,0
HES,PC_GDP,EE,2011-01-01,0
HES,PC_GDP,EE,2012-01-01,0
HES,PC_GDP,EE,2013-01-01,0
HES,PC_GDP,EE,2014-01-01,0
HES,PC_GDP,EE,2015-01-01,0
HES,PC_GDP,EE,2016-01-01,0
HES,PC_GDP,EL,2000-01-01,
HES,PC_GDP,EL,2001-01-01,0
HES,PC_GDP,EL,2002-01-01,
HES,PC_GDP,EL,2003-01-01,0
HES,PC_GDP,EL,2004-01-01,0
HES,PC_GDP,EL,2005-01-01,0
HES,PC_GDP,EL,2006-01-01,0
HES,PC_GDP,EL,2007-01-01,0
HES,PC_GDP,EL,2008-01-01,0
HES,PC_GDP,EL,2009-01-01,0
HES,PC_GDP,EL,2010-01-01,0
HES,PC_GDP,EL,2011-01-01,0
HES,PC_GDP,EL,2012-01-01,0
HES,PC_GDP,EL,2013-01-01,0
HES,PC_GDP,EL,2014-01-01,0
HES,PC_GDP,EL,2015-01-01,0
HES,PC_GDP,EL,2016-01-01,0
HES,PC_GDP,ES,2000-01-01,0
HES,PC_GDP,ES,2001-01-01,0
HES,PC_GDP,ES,2002-01-01,0
HES,PC_GDP,ES,2003-01-01,0
HES,PC_GDP,ES,2004-01-01,0
HES,PC_GDP,ES,2005-01-01,0
HES,PC_GDP,ES,2006-01-01,0
HES,PC_GDP,ES,2007-01-01,0
HES,PC_GDP,ES,2008-01-01,0
HES,PC_GDP,ES,2009-01-01,0
HES,PC_GDP,ES,2010-01-01,0
HES,PC_GDP,ES,2011-01-01,0
HES,PC_GDP,ES,2012-01-01,0
HES,PC_GDP,ES,2013-01-01,0
HES,PC_GDP,ES,2014-01-01,0
HES,PC_GDP,ES,2015-01-01,0
HES,PC_GDP,ES,2016-01-01,0
HES,PC_GDP,EU28,2000-01-01,0
HES,PC_GDP,EU28,2001-01-01,0
HES,PC_GDP,EU28,2002-01-01,0
HES,PC_GDP,EU28,2003-01-01,0
HES,PC_GDP,EU28,2004-01-01,0
HES,PC_GDP,EU28,2005-01-01,0
HES,PC_GDP,EU28,2006-01-01,0
HES,PC_GDP,EU28,2007-01-01,0
HES,PC_GDP,EU28,2008-01-01,0
HES,PC_GDP,EU28,2009-01-01,0
HES,PC_GDP,EU28,2010-01-01,0
HES,PC_GDP,EU28,2011-01-01,0
HES,PC_GDP,EU28,2012-01-01,0
HES,PC_GDP,EU28,2013-01-01,0
HES,PC_GDP,EU28,2014-01-01,0
HES,PC_GDP,EU28,2015-01-01,0
HES,PC_GDP,EU28,2016-01-01,0
HES,PC_GDP,FI,2000-01-01,0
HES,PC_GDP,FI,2001-01-01,0
HES,PC_GDP,FI,2002-01-01,0
HES,PC_GDP,FI,2003-01-01,0
HES,PC_GDP,FI,2004-01-01,0
HES,PC_GDP,FI,2005-01-01,0
HES,PC_GDP,FI,2006-01-01,0
HES,PC_GDP,FI,2007-01-01,0
HES,PC_GDP,FI,2008-01-01,0
HES,PC_GDP,FI,2009-01-01,0
HES,PC_GDP,FI,2010-01-01,0
HES,PC_GDP,FI,2011-01-01,0
HES,PC_GDP,FI,2012-01-01,0
HES,PC_GDP,FI,2013-01-01,0
HES,PC_GDP,FI,2014-01-01,0
HES,PC_GDP,FI,2015-01-01,0
HES,PC_GDP,FI,2016-01-01,0
HES,PC_GDP,FR,2000-01-01,0
HES,PC_GDP,FR,2001-01-01,0
HES,PC_GDP,FR,2002-01-01,0
HES,PC_GDP,FR,2003-01-01,0
HES,PC_GDP,FR,2004-01-01,0
HES,PC_GDP,FR,2005-01-01,0
HES,PC_GDP,FR,2006-01-01,0
HES,PC_GDP,FR,2007-01-01,0
HES,PC_GDP,FR,2008-01-01,0
HES,PC_GDP,FR,2009-01-01,0
HES,PC_GDP,FR,2010-01-01,0
HES,PC_GDP,FR,2011-01-01,0
HES,PC_GDP,FR,2012-01-01,0
HES,PC_GDP,FR,2013-01-01,0
HES,PC_GDP,FR,2014-01-01,0
HES,PC_GDP,FR,2015-01-01,0
HES,PC_GDP,FR,2016-01-01,0
HES,PC_GDP,HR,2000-01-01,
HES,PC_GDP,HR,2001-01-01,
HES,PC_GDP,HR,2002-01-01,0
HES,PC_GDP,HR,2003-01-01,0
HES,PC_GDP,HR,2004-01-01,0
HES,PC_GDP,HR,2005-01-01,0
HES,PC_GDP,HR,2006-01-01,0
HES,PC_GDP,HR,2007-01-01,0
HES,PC_GDP,HR,2008-01-01,0
HES,PC_GDP,HR,2009-01-01,0
HES,PC_GDP,HR,2010-01-01,0
HES,PC_GDP,HR,2011-01-01,0
HES,PC_GDP,HR,2012-01-01,0
HES,PC_GDP,HR,2013-01-01,0
HES,PC_GDP,HR,2014-01-01,0
HES,PC_GDP,HR,2015-01-01,0
HES,PC_GDP,HR,2016-01-01,0
HES,PC_GDP,HU,2000-01-01,0
HES,PC_GDP,HU,2001-01-01,0
HES,PC_GDP,HU,2002-01-01,0
HES,PC_GDP,HU,2003-01-01,0
HES,PC_GDP,HU,2004-01-01,0
HES,PC_GDP,HU,2005-01-01,0
HES,PC_GDP,HU,2006-01-01,0
HES,PC_GDP,HU,2007-01-01,0
HES,PC_GDP,HU,2008-01-01,0
HES,PC_GDP,HU,2009-01-01,0
HES,PC_GDP,HU,2010-01-01,0
HES,PC_GDP,HU,2011-01-01,0
HES,PC_GDP,HU,2012-01-01,0
HES,PC_GDP,HU,2013-01-01,0
HES,PC_GDP,HU,2014-01-01,0
HES,PC_GDP,HU,2015-01-01,0
HES,PC_GDP,HU,2016-01-01,0
HES,PC_GDP,IE,2000-01-01,0
HES,PC_GDP,IE,2001-01-01,0
HES,PC_GDP,IE,2002-01-01,0
HES,PC_GDP,IE,2003-01-01,0
HES,PC_GDP,IE,2004-01-01,0
HES,PC_GDP,IE,2005-01-01,0
HES,PC_GDP,IE,2006-01-01,0
HES,PC_GDP,IE,2007-01-01,0
HES,PC_GDP,IE,2008-01-01,0
HES,PC_GDP,IE,2009-01-01,0
HES,PC_GDP,IE,2010-01-01,0
HES,PC_GDP,IE,2011-01-01,0
HES,PC_GDP,IE,2012-01-01,0
HES,PC_GDP,IE,2013-01-01,0
HES,PC_GDP,IE,2014-01-01,0
HES,PC_GDP,IE,2015-01-01,0
HES,PC_GDP,IE,2016-01-01,0
HES,PC_GDP,IS,2000-01-01,0
HES,PC_GDP,IS,2001-01-01,0
HES,PC_GDP,IS,2002-01-01,0
HES,PC_GDP,IS,2003-01-01,0
HES,PC_GDP,IS,2004-01-01,
HES,PC_GDP,IS,2005-01-01,0
HES,PC_GDP,IS,2006-01-01,0
HES,PC_GDP,IS,2007-01-01,0
HES,PC_GDP,IS,2008-01-01,0
HES,PC_GDP,IS,2009-01-01,0
HES,PC_GDP,IS,2010-01-01,0
HES,PC_GDP,IS,2011-01-01,0
HES,PC_GDP,IS,2012-01-01,
HES,PC_GDP,IS,2013-01-01,0
HES,PC_GDP,IS,2014-01-01,0
HES,PC_GDP,IS,2015-01-01,0
HES,PC_GDP,IS,2016-01-01,0
HES,PC_GDP,IT,2000-01-01,0
HES,PC_GDP,IT,2001-01-01,0
HES,PC_GDP,IT,2002-01-01,0
HES,PC_GDP,IT,2003-01-01,0
HES,PC_GDP,IT,2004-01-01,0
HES,PC_GDP,IT,2005-01-01,0
HES,PC_GDP,IT,2006-01-01,0
HES,PC_GDP,IT,2007-01-01,0
HES,PC_GDP,IT,2008-01-01,0
HES,PC_GDP,IT,2009-01-01,0
HES,PC_GDP,IT,2010-01-01,0
HES,PC_GDP,IT,2011-01-01,0
HES,PC_GDP,IT,2012-01-01,0
HES,PC_GDP,IT,2013-01-01,0
HES,PC_GDP,IT,2014-01-01,0
HES,PC_GDP,IT,2015-01-01,0
HES,PC_GDP,IT,2016-01-01,0
HES,PC_GDP,JP,2000-01-01,0
HES,PC_GDP,JP,2001-01-01,0
HES,PC_GDP,JP,2002-01-01,0
HES,PC_GDP,JP,2003-01-01,0
HES,PC_GDP,JP,2004-01-01,0
HES,PC_GDP,JP,2005-01-01,0
HES,PC_GDP,JP,2006-01-01,0
HES,PC_GDP,JP,2007-01-01,0
HES,PC_GDP,JP,2008-01-01,0
HES,PC_GDP,JP,2009-01-01,0
HES,PC_GDP,JP,2010-01-01,0
HES,PC_GDP,JP,2011-01-01,0
HES,PC_GDP,JP,2012-01-01,0
HES,PC_GDP,JP,2013-01-01,0
HES,PC_GDP,JP,2014-01-01,0
HES,PC_GDP,JP,2015-01-01,0
HES,PC_GDP,JP,2016-01-01,
HES,PC_GDP,KR,2000-01-01,0
HES,PC_GDP,KR,2001-01-01,0
HES,PC_GDP,KR,2002-01-01,0
HES,PC_GDP,KR,2003-01-01,0
HES,PC_GDP,KR,2004-01-01,0
HES,PC_GDP,KR,2005-01-01,0
HES,PC_GDP,KR,2006-01-01,0
HES,PC_GDP,KR,2007-01-01,0
HES,PC_GDP,KR,2008-01-01,0
HES,PC_GDP,KR,2009-01-01,0
HES,PC_GDP,KR,2010-01-01,0
HES,PC_GDP,KR,2011-01-01,0
HES,PC_GDP,KR,2012-01-01,0
HES,PC_GDP,KR,2013-01-01,0
HES,PC_GDP,KR,2014-01-01,0
HES,PC_GDP,KR,2015-01-01,0
HES,PC_GDP,KR,2016-01-01,
HES,PC_GDP,LT,2000-01-01,0
HES,PC_GDP,LT,2001-01-01,0
HES,PC_GDP,LT,2002-01-01,0
HES,PC_GDP,LT,2003-01-01,0
HES,PC_GDP,LT,2004-01-01,0
HES,PC_GDP,LT,2005-01-01,0
HES,PC_GDP,LT,2006-01-01,0
HES,PC_GDP,LT,2007-01-01,0
HES,PC_GDP,LT,2008-01-01,0
HES,PC_GDP,LT,2009-01-01,0
HES,PC_GDP,LT,2010-01-01,0
HES,PC_GDP,LT,2011-01-01,0
HES,PC_GDP,LT,2012-01-01,0
HES,PC_GDP,LT,2013-01-01,0
HES,PC_GDP,LT,2014-01-01,0
HES,PC_GDP,LT,2015-01-01,0
HES,PC_GDP,LT,2016-01-01,0
HES,PC_GDP,LU,2000-01-01,0
HES,PC_GDP,LU,2001-01-01,0
HES,PC_GDP,LU,2002-01-01,
HES,PC_GDP,LU,2003-01-01,0
HES,PC_GDP,LU,2004-01-01,0
HES,PC_GDP,LU,2005-01-01,0
HES,PC_GDP,LU,2006-01-01,0
HES,PC_GDP,LU,2007-01-01,0
HES,PC_GDP,LU,2008-01-01,0
HES,PC_GDP,LU,2009-01-01,0
HES,PC_GDP,LU,2010-01-01,0
HES,PC_GDP,LU,2011-01-01,0
HES,PC_GDP,LU,2012-01-01,0
HES,PC_GDP,LU,2013-01-01,0
HES,PC_GDP,LU,2014-01-01,0
HES,PC_GDP,LU,2015-01-01,0
HES,PC_GDP,LU,2016-01-01,0
HES,PC_GDP,LV,2000-01-01,0
HES,PC_GDP,LV,2001-01-01,0
HES,PC_GDP,LV,2002-01-01,0
HES,PC_GDP,LV,2003-01-01,0
HES,PC_GDP,LV,2004-01-01,0
HES,PC_GDP,LV,2005-01-01,0
HES,PC_GDP,LV,2006-01-01,0
HES,PC_GDP,LV,2007-01-01,0
HES,PC_GDP,LV,2008-01-01,0
HES,PC_GDP,LV,2009-01-01,0
HES,PC_GDP,LV,2010-01-01,0
HES,PC_GDP,LV,2011-01-01,0
HES,PC_GDP,LV,2012-01-01,0
HES,PC_GDP,LV,2013-01-01,0
HES,PC_GDP,LV,2014-01-01,0
HES,PC_GDP,LV,2015-01-01,0
HES,PC_GDP,LV,2016-01-01,0
HES,PC_GDP,ME,2000-01-01,
HES,PC_GDP,ME,2001-01-01,
HES,PC_GDP,ME,2002-01-01,
HES,PC_GDP,ME,2003-01-01,
HES,PC_GDP,ME,2004-01-01,
HES,PC_GDP,ME,2005-01-01,
